,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030,auto_Unnamed: 0,auto_StartDate,auto_EndDate,auto_q0001,auto_q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,auto_q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,auto_q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,auto_q0013,auto_q0014,auto_q0015,auto_q0017,auto_q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,auto_q0022,auto_q0024,q0025_0001,q0025_0002,q0025_0003,auto_q0026,auto_q0028,auto_q0029,auto_q0030,auto_q0034,auto_q0035,auto_q0036,auto_race2,auto_racethn4,auto_educ3,auto_educ4,auto_age3,auto_kids,auto_orientation,auto_weight
198,1.0,1.0,1,1,1.0,0,0.3333333333333333,4,198,189,192,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,0,5,14,9,8,0,0,0,1,1,0,1,1,145
199,0.3333333333333333,0.6666666666666666,0,0,1.0,0,0.3333333333333333,5,199,190,193,3,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,3,5,0,3,0,0,0,2,3,2,0,1,14
200,1.0,1.0,1,1,1.0,1,0.3333333333333333,5,200,191,194,1,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,1,1,5,4,5,3,0,1,1,1,1,1,1,1,50
201,0.6666666666666666,0.6666666666666666,0,1,1.0,1,1.0,5,201,191,195,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,2,5,6,3,0,1,1,0,2,1,1,1,62
202,0.6666666666666666,0.3333333333333333,0,0,1.0,1,0.6666666666666666,2,202,192,196,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,24,2,9,0,1,1,0,0,0,0,1,144
203,0.6666666666666666,0.3333333333333333,1,0,1.0,1,1.0,1,203,193,197,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,9,0,0,1,1,0,2,1,0,1,27
204,0.6666666666666666,0.0,1,1,1.0,1,0.3333333333333333,3,204,194,143,0,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,2,8,1,4,1,1,1,1,0,1,1,146
205,0.6666666666666666,0.6666666666666666,0,1,1.0,1,1.0,1,205,144,198,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,2,16,8,0,1,1,1,0,2,1,1,1,147
206,1.0,0.6666666666666666,1,1,1.0,0,1.0,4,206,195,199,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,2,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,3,1,0,0,1,2,2,19,2,7,1,0,2,0,2,0,1,1,148
207,1.0,0.0,1,1,1.0,1,0.3333333333333333,3,207,196,200,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,42,4,2,1,1,1,1,1,0,1,1,149
208,0.6666666666666666,0.3333333333333333,1,1,1.0,1,1.0,1,208,197,148,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,2,1,0,0,1,1,2,9,9,6,1,1,1,0,2,0,1,1,150
209,1.0,0.3333333333333333,0,1,1.0,1,0.3333333333333333,5,209,198,201,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,5,1,3,0,1,1,1,1,1,1,1,91
210,0.6666666666666666,0.3333333333333333,0,0,1.0,1,0.3333333333333333,1,210,199,202,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,0,1,71
211,0.6666666666666666,0.3333333333333333,0,1,1.0,1,0.3333333333333333,1,211,200,203,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,26,9,4,4,1,1,1,1,1,1,1,151
212,1.0,1.0,1,1,1.0,1,0.3333333333333333,5,212,201,204,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,1,13,3,7,1,1,1,1,1,2,1,1,152
213,0.6666666666666666,0.6666666666666666,1,1,1.0,1,1.0,4,213,202,205,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,2,14,8,8,0,1,1,0,2,1,1,1,60
214,0.0,0.0,1,1,1.0,1,0.3333333333333333,1,214,203,206,2,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,3,43,9,6,0,1,1,2,3,0,1,1,153
215,0.6666666666666666,0.0,0,1,1.0,1,1.0,5,215,204,207,0,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,2,5,9,3,0,1,1,0,2,1,1,1,62
216,1.0,0.6666666666666666,0,1,1.0,1,1.0,5,216,205,208,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1,0,1,1,2,5,6,3,0,1,1,0,2,1,1,1,62
217,0.6666666666666666,0.3333333333333333,1,1,1.0,1,0.6666666666666666,5,217,206,209,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,3,0,1,0,1,1,0,6,3,3,0,1,1,0,0,0,1,1,44
218,1.0,0.6666666666666666,0,1,1.0,1,0.6666666666666666,3,218,207,210,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,0,11,8,2,0,1,1,0,0,1,1,1,154
219,0.3333333333333333,0.0,1,0,0.0,1,0.6666666666666666,5,219,208,211,3,3,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0,1,0,17,5,3,0,1,1,0,0,0,0,0,155
220,1.0,1.0,1,1,1.0,1,0.3333333333333333,2,220,209,212,1,2,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,5,8,6,4,0,1,1,1,1,0,1,1,156
221,1.0,0.6666666666666666,1,1,1.0,1,1.0,3,221,209,213,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,2,3,1,1,4,1,1,0,2,1,1,1,5
222,0.6666666666666666,0.6666666666666666,1,1,1.0,1,0.6666666666666666,2,222,210,214,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,28,9,0,0,1,1,0,0,0,1,1,157
223,0.6666666666666666,0.6666666666666666,0,1,1.0,1,0.3333333333333333,3,223,211,215,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,3,2,3,1,0,1,1,2,3,1,1,1,158
224,0.6666666666666666,0.6666666666666666,0,1,1.0,1,1.0,1,224,212,216,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,2,27,10,4,0,1,1,0,2,1,1,1,159
225,1.0,0.6666666666666666,1,1,1.0,0,0.3333333333333333,2,225,213,217,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,8,1,4,0,0,0,1,1,2,1,1,160
226,0.6666666666666666,0.3333333333333333,1,1,1.0,1,0.3333333333333333,5,226,214,218,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,2,3,0,1,0,1,1,1,17,10,3,0,1,1,1,1,0,1,1,161
227,0.6666666666666666,0.6666666666666666,1,1,1.0,1,0.6666666666666666,3,227,215,219,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,2,2,0,1,0,1,1,0,34,3,1,0,1,1,0,0,0,1,1,162
228,0.6666666666666666,0.6666666666666666,1,0,1.0,1,1.0,1,228,216,220,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1,0,0,1,1,0,2,0,0,1,163
229,1.0,0.6666666666666666,1,1,1.0,1,0.3333333333333333,3,229,217,221,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,5,34,5,1,0,1,1,1,1,1,1,1,164
230,1.0,1.0,0,1,0.0,0,0.6666666666666666,2,230,218,222,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,3,1,0,0,0,4,0,36,2,1,0,0,2,0,0,2,1,0,165
231,0.6666666666666666,0.3333333333333333,1,1,1.0,1,0.6666666666666666,1,231,219,223,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,9,0,6,0,1,1,0,0,0,1,1,48
232,1.0,0.6666666666666666,0,0,0.5,1,1.0,5,232,220,224,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,3,1,2,17,3,3,0,1,1,0,2,1,0,0,21
233,1.0,0.6666666666666666,1,0,1.0,1,1.0,2,233,220,225,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,2,8,9,4,3,1,1,0,2,0,0,1,119
234,0.6666666666666666,0.6666666666666666,1,1,1.0,1,0.6666666666666666,3,234,221,226,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,44,8,1,1,1,1,0,0,0,1,1,2
235,1.0,0.6666666666666666,0,0,1.0,1,1.0,3,235,222,227,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,34,9,1,0,1,1,0,2,1,0,1,166
236,0.6666666666666666,0.3333333333333333,1,1,1.0,1,1.0,5,236,223,228,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,2,5,5,3,1,1,1,0,2,0,1,1,83
237,0.6666666666666666,0.3333333333333333,1,0,1.0,1,0.6666666666666666,5,237,224,229,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,0,5,5,3,0,1,1,0,0,0,0,1,167
238,1.0,1.0,1,0,1.0,1,1.0,5,238,225,230,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,2,5,8,3,0,1,1,0,2,0,0,1,168
239,0.6666666666666666,0.6666666666666666,0,0,1.0,1,1.0,1,239,226,231,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,2,0,0,0,1,1,1,2,9,2,6,1,1,1,0,2,0,0,1,169
240,1.0,0.3333333333333333,1,1,1.0,1,0.6666666666666666,1,240,227,232,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,3,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,2,1,0,0,1,1,0,0,8,0,0,1,1,0,0,0,1,1,170
241,1.0,0.6666666666666666,1,1,1.0,1,0.6666666666666666,5,241,227,233,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5,3,3,0,1,1,0,0,2,1,1,171
242,0.6666666666666666,0.3333333333333333,0,0,1.0,1,0.6666666666666666,2,242,228,234,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,2,0,0,1,1,1,0,24,1,9,0,1,1,0,0,0,0,1,172
243,0.6666666666666666,0.6666666666666666,1,0,0.0,0,0.6666666666666666,3,243,229,235,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44,3,1,1,0,0,0,0,2,0,0,173
244,0.6666666666666666,0.6666666666666666,1,0,0.0,0,0.6666666666666666,5,244,230,236,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,3,3,0,0,0,0,2,0,0,106
245,0.6666666666666666,0.3333333333333333,0,1,1.0,1,1.0,5,245,231,237,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,2,6,1,3,1,1,1,0,2,1,1,1,132
246,1.0,0.3333333333333333,0,0,1.0,1,1.0,5,246,232,238,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,1,2,17,8,3,3,1,1,0,2,1,0,1,21
247,0.6666666666666666,1.0,1,1,1.0,1,0.6666666666666666,5,247,233,239,0,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,17,2,3,0,1,1,0,0,0,1,1,82
248,1.0,1.0,0,1,1.0,1,0.6666666666666666,1,248,233,240,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,16,10,0,1,1,1,0,0,1,1,1,174
249,1.0,1.0,0,0,1.0,1,1.0,5,249,234,241,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,2,0,0,1,1,1,2,25,4,7,3,1,1,0,2,1,0,1,175
250,0.6666666666666666,1.0,0,1,1.0,1,0.3333333333333333,3,250,235,242,0,2,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,1,1,3,7,1,0,1,1,1,1,1,1,1,3
251,0.6666666666666666,0.6666666666666666,1,1,1.0,1,0.6666666666666666,2,251,236,243,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,8,8,4,4,1,1,0,0,2,1,1,176
252,1.0,0.6666666666666666,1,0,1.0,1,0.6666666666666666,2,252,237,244,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,32,3,4,0,1,1,0,0,2,0,1,177
253,0.6666666666666666,0.6666666666666666,1,0,1.0,1,0.3333333333333333,2,253,238,245,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,8,3,4,0,1,1,1,1,0,0,1,156
254,1.0,0.3333333333333333,1,0,1.0,1,0.6666666666666666,4,254,239,246,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,14,4,8,1,1,1,0,0,0,0,1,23
