,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030,auto_Unnamed: 0,auto_StartDate,auto_EndDate,auto_q0001,auto_q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,auto_q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,auto_q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,auto_q0013,auto_q0014,auto_q0015,auto_q0017,auto_q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,auto_q0022,auto_q0024,q0025_0001,q0025_0002,q0025_0003,auto_q0026,auto_q0028,auto_q0029,auto_q0030,auto_q0034,auto_q0035,auto_q0036,auto_race2,auto_racethn4,auto_educ3,auto_educ4,auto_age3,auto_kids,auto_orientation,auto_weight
269,somewhat_masculine,somewhat_important,not_employed,True,straight,white,college_graduate,midwest,269,253,259,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,12,9,2,0,1,1,0,0,1,1,1,183
270,somewhat_masculine,very_important,not_employed,False,straight,white,college_graduate,southeast,270,254,260,0,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,0,32,5,4,4,1,1,0,0,1,0,1,184
271,somewhat_masculine,not_too_important,employed,True,straight,white,college_graduate,midwest,271,255,261,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,21,8,2,0,1,1,0,0,1,1,1,183
272,somewhat_masculine,somewhat_important,employed,True,straight,not_white,college_graduate,southeast,272,256,262,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,2,0,24,1,1,0,0,2,0,0,0,1,1,185
273,very_masculine,somewhat_important,employed,True,straight,white,college_graduate,west,273,257,263,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,5,4,3,0,1,1,0,0,0,1,1,186
274,not_very_masculine,not_too_important,employed,True,straight,not_white,college_graduate,west,274,258,264,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,2,0,1,0,1,4,0,4,4,3,0,0,2,0,0,0,1,1,187
275,very_masculine,not_too_important,not_employed,True,straight,white,graduate,southeast,275,259,265,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,1,0,1,1,2,8,2,4,0,1,1,0,2,1,1,1,68
276,very_masculine,not_too_important,employed,False,straight,white,graduate,west,276,260,266,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,31,3,7,0,1,1,0,2,0,0,1,188
277,somewhat_masculine,not_too_important,not_employed,True,straight,white,college_graduate,southwest,277,261,267,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,3,0,1,0,1,1,0,14,3,8,0,1,1,0,0,1,1,1,25
278,somewhat_masculine,somewhat_important,not_employed,False,straight,white,college_graduate,west,278,262,268,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,1,1,0,5,0,3,3,1,1,0,0,1,0,1,138
279,somewhat_masculine,somewhat_important,employed,False,straight,white,college_graduate,southeast,279,263,269,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,24,9,9,0,1,1,0,0,0,0,1,144
280,very_masculine,not_too_important,employed,False,straight,white,graduate,west,280,264,270,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,1,1,1,2,5,1,3,3,1,1,0,2,2,0,1,189
281,very_masculine,not_at_all_important,not_employed,True,straight,white,college_graduate,midwest,281,265,271,1,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,11,1,2,0,1,1,0,0,1,1,1,154
282,very_masculine,not_too_important,employed,True,straight,white,high_school,midwest,282,266,272,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,5,3,3,1,0,1,1,1,1,0,1,1,178
283,not_very_masculine,somewhat_important,employed,True,not_straight,white,graduate,southeast,283,266,273,3,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,4,0,1,0,0,1,2,10,2,4,0,1,1,0,2,0,1,0,190
284,somewhat_masculine,somewhat_important,employed,False,straight,white,college_graduate,midwest,284,267,212,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3,1,0,1,1,0,0,0,0,1,97
285,somewhat_masculine,very_important,not_employed,True,straight,not_white,high_school,west,285,268,274,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,3,1,0,0,1,3,3,5,0,3,4,0,3,2,3,2,1,1,191
286,very_masculine,somewhat_important,not_employed,True,straight,white,graduate,southeast,286,269,275,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,2,8,1,4,1,1,1,0,2,1,1,1,68
287,somewhat_masculine,not_too_important,employed,True,straight,white,graduate,northeast,287,270,276,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,2,0,10,0,3,1,1,0,2,0,1,1,192
288,somewhat_masculine,very_important,employed,False,not_straight,white,high_school,southeast,288,271,277,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,3,8,0,4,4,1,1,2,3,0,0,0,193
289,somewhat_masculine,not_too_important,employed,True,straight,white,graduate,northeast,289,272,278,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,2,27,9,4,0,1,1,0,2,1,1,1,159
290,somewhat_masculine,somewhat_important,not_employed,True,straight,white,college_graduate,northeast,290,273,279,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,15,9,0,3,1,1,0,0,1,1,1,121
291,not_very_masculine,somewhat_important,employed,True,bisexual,white,high_school,southeast,291,274,280,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,0,1,0,3,1,1,30,11,5,5,1,1,1,1,0,1,0,194
292,somewhat_masculine,somewhat_important,employed,True,straight,white,college_graduate,southeast,292,275,281,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,0,10,9,4,1,1,1,0,0,0,1,1,195
293,somewhat_masculine,somewhat_important,employed,False,straight,white,graduate,northeast,293,276,282,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,2,16,8,0,0,1,1,0,2,0,0,1,196
294,very_masculine,somewhat_important,employed,False,straight,white,college_graduate,northeast,294,277,283,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,4,1,0,2,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,1,1,1,0,15,1,0,1,1,1,0,0,2,0,1,197
295,very_masculine,somewhat_important,employed,True,not_straight,white,college_graduate,west,295,278,284,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,9,3,4,1,1,0,0,0,1,0,44
296,somewhat_masculine,not_at_all_important,not_employed,False,straight,white,college_graduate,midwest,296,279,222,0,3,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,0,1,3,5,4,1,1,0,0,1,0,1,198
297,somewhat_masculine,not_too_important,not_employed,False,not_straight,not_white,college_graduate,west,297,280,285,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,3,0,0,1,0,2,0,6,7,3,0,0,2,0,0,0,0,0,199
298,very_masculine,very_important,employed,True,straight,white,graduate,northeast,298,281,286,1,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,3,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,2,27,2,0,1,1,1,0,2,1,1,1,159
299,very_masculine,not_at_all_important,not_employed,False,bisexual,white,high_school,southeast,299,282,287,1,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,3,1,1,22,1,4,0,1,1,1,1,2,0,0,200
300,very_masculine,very_important,not_employed,False,straight,not_white,high_school,midwest,300,283,288,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,11,1,2,1,0,2,1,1,2,0,1,201
302,not_very_masculine,not_too_important,employed,False,bisexual,white,high_school,northeast,302,284,223,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,2,0,0,1,3,1,5,45,1,6,0,1,1,1,1,0,0,0,203
303,very_masculine,very_important,not_employed,True,straight,white,college_graduate,midwest,303,285,289,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,2,1,1,1,0,0,1,1,1,198
304,not_very_masculine,not_too_important,not_employed,True,straight,white,college_graduate,west,304,286,290,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,5,8,3,0,1,1,0,0,1,1,1,138
305,very_masculine,somewhat_important,employed,False,straight,white,graduate,west,305,287,291,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,2,17,9,3,1,1,1,0,2,1,0,1,21
306,very_masculine,not_too_important,employed,False,straight,white,college_graduate,southeast,306,287,291,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,32,9,4,0,1,1,0,0,1,0,1,184
307,somewhat_masculine,somewhat_important,employed,True,straight,white,college_graduate,northeast,307,288,292,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,2,0,1,1,1,0,0,1,1,1,7
308,very_masculine,not_at_all_important,employed,True,straight,not_white,graduate,northeast,308,289,293,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,3,2,15,5,0,4,0,3,0,2,0,1,1,204
309,somewhat_masculine,not_too_important,not_employed,False,not_straight,white,high_school,west,309,290,294,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3,5,3,3,0,1,1,2,3,0,0,0,205
310,very_masculine,not_at_all_important,not_employed,False,straight,white,high_school,west,310,291,295,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,5,5,7,3,0,1,1,1,1,1,0,1,91
311,somewhat_masculine,somewhat_important,employed,True,straight,white,graduate,northeast,311,292,296,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,2,15,10,0,0,1,1,0,2,0,1,1,206
312,very_masculine,very_important,not_employed,True,straight,white,high_school,west,312,293,297,1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,3,17,1,3,3,1,1,2,3,0,1,1,207
313,somewhat_masculine,somewhat_important,not_employed,True,straight,white,college_graduate,southwest,313,294,298,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,1,1,0,14,9,8,0,1,1,0,0,1,1,1,25
314,somewhat_masculine,not_too_important,not_employed,True,straight,white,college_graduate,midwest,314,295,299,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,1,0,1,1,0,34,3,1,0,1,1,0,0,1,1,1,208
315,somewhat_masculine,somewhat_important,not_employed,True,straight,white,college_graduate,west,315,296,300,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,1,1,0,46,1,7,0,1,1,0,0,1,1,1,209
316,somewhat_masculine,not_too_important,employed,True,straight,white,high_school,northeast,316,297,301,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,1,0,1,1,5,0,8,5,0,1,1,1,1,0,1,1,210
317,very_masculine,not_too_important,not_employed,True,straight,white,high_school,midwest,317,298,302,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,2,8,1,0,1,1,1,1,1,1,1,3
318,not_at_all_masculine,not_at_all_important,not_employed,False,not_straight,white,high_school,northeast,318,299,303,2,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,3,16,8,5,0,1,1,2,3,2,0,0,211
319,somewhat_masculine,somewhat_important,employed,True,straight,not_white,high_school,west,319,300,304,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,0,0,1,4,1,5,1,3,3,0,2,1,1,0,1,1,212
320,very_masculine,somewhat_important,employed,True,straight,white,college_graduate,northeast,320,301,305,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,1,1,0,45,2,6,0,1,1,0,0,0,1,1,92
321,somewhat_masculine,not_at_all_important,not_employed,True,straight,white,no_high_school,west,321,302,306,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,4,25,3,8,0,1,1,2,3,1,1,1,213
322,somewhat_masculine,not_at_all_important,not_employed,False,straight,white,high_school,southeast,322,303,307,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,24,8,9,2,1,1,1,1,1,0,1,214
323,somewhat_masculine,not_too_important,employed,True,straight,white,college_graduate,northeast,323,304,308,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,27,10,0,0,1,1,0,0,0,1,1,72
324,somewhat_masculine,somewhat_important,employed,True,straight,not_white,high_school,southeast,324,304,309,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,3,1,41,8,9,4,0,3,1,1,0,1,1,215
325,somewhat_masculine,not_too_important,employed,True,straight,white,high_school,southwest,325,305,310,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,5,14,6,8,0,1,1,1,1,0,1,1,54
326,somewhat_masculine,not_too_important,not_employed,True,straight,not_white,high_school,northeast,326,306,311,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,1,0,1,2,5,0,3,0,4,0,2,1,1,2,1,1,216
